AccX5,AccY5,AccZ5,GyrX5,GyrY5,GyrZ5,AccX6,AccY6,AccZ6,GyrX6,GyrY6,GyrZ6,AccX7,AccY7,AccZ7,GyrX7,GyrY7,GyrZ7,AccX8,AccY8,AccZ8,GyrX8,GyrY8,GyrZ8,AccX9,AccY9,AccZ9,GyrX9,GyrY9,GyrZ9,AccX10,AccY10,AccZ10,GyrX10,GyrY10,GyrZ10,AccX11,AccY11,AccZ11,GyrX11,GyrY11,GyrZ11,AccX12,AccY12,AccZ12,GyrX12,GyrY12,GyrZ12,AccX13,AccY13,AccZ13,GyrX13,GyrY13,GyrZ13,AccX14,AccY14,AccZ14,GyrX14,GyrY14,GyrZ14,AccX15,AccY15,AccZ15,GyrX15,GyrY15,GyrZ15,AccX16,AccY16,AccZ16,GyrX16,GyrY16,GyrZ16,AccX17,AccY17,AccZ17,GyrX17,GyrY17,GyrZ17,AccX18,AccY18,AccZ18,GyrX18,GyrY18,GyrZ18,AccX19,AccY19,AccZ19,GyrX19,GyrY19,GyrZ19,AccX20,AccY20,AccZ20,GyrX20,GyrY20,GyrZ20,Label
-14,-10,-15.4,-163.2,-3.8,416.8,3,38.8,-14.6,-211.4,-72.4,64,2,78.8,13.2,269.2,17.6,-310.2,14.6,31.8,17,534.2,-39.8,-544.4,-1.4,1.2,0.8,281.4,-72.8,-732.4,-10,-4.8,-2.6,341.2,-17.8,-555.8,-1.8,-30,4.8,184.2,30.4,-525,12.4,-15.8,7.8,320.4,16.2,-315,6.6,-27.6,-7.8,83.2,-55.2,-281.6,-3.2,-22,-11,64,-67.2,-119.6,-5,-29.4,-1.6,50,-66.6,29.6,-6.6,-33.8,6.2,-33.4,29.6,304.8,4.2,-26,1.6,-309,64.8,483.8,29.4,20.4,3.8,-358.2,-29.6,248.6,-0.4,34.2,11.2,0.2,-55.4,2.4,-22,-19.2,7.8,172.8,132.6,343.8,left
-11.6,-3.4,-10,-168.2,-23.8,338,-5.4,33.8,-9,-97.2,-48.2,159,-7,35,4.2,132.6,2.8,-19,2.4,31.6,7.8,256.6,30.2,-228.6,1.6,22.2,11.4,307.2,32.4,-392.8,1,5.2,6,205.8,49.6,-511.2,4.8,10,4,93.8,47,-673.4,6.2,6.8,-8.2,406.8,-20.4,-499.6,-10.6,-34.8,1.4,349.8,-28.2,-343,7.4,-29.8,-4,-6,-8.6,-348.4,7.2,-3.2,-10.4,15.8,-91.4,-192.8,-2,-24.2,-3.8,252.8,-125.6,47.2,-17.8,-58.2,4.2,147.4,59,262.8,16.6,-30.8,-4.6,-398.6,100.8,317,23.6,26,5,-416.6,-61.6,227.8,-3.6,14.8,14.2,116.8,-75.8,226.4,left
-29.6,-4.2,3.6,-210.4,13,266.2,9.8,20.6,2.6,0.4,112.2,-557.4,6.8,20.6,-1.2,232.6,9.2,-616.4,-0.8,-3.4,-4.6,432.6,-18,-457.6,-7.6,-33.8,-12.4,174.8,-23.2,-433.8,-5.6,-3,-5,194.6,0.2,-292.8,-14,-30.2,0.8,180.2,37.2,-180.2,-0.6,-54.4,-16.4,305,46,270.6,26.8,-50.2,-12.6,-370,-77.2,373.8,6.8,13.2,14.6,-596,-105.8,273.8,-5.6,26.4,21,-3.6,35.2,236.8,11.4,-20,-4.6,238.2,41.6,421.4,13.2,-10.8,7,-588.4,-56.6,103,-3.8,46,10.4,-78.6,-12.4,172.8,2,-3.8,3.2,32.6,45.8,53,-9.4,-17.4,2,-1.2,68.6,186.2,left
-3.6,45.4,-0.6,-209.8,-122.6,57.2,0,35.4,13.6,172,108.6,-691.4,1,14.6,-2.4,395,81.6,-709.2,8,-30.6,-7.6,278.6,-35.8,-547,-6.6,-21.8,-3.4,188.8,-32.2,-442,-4.6,-7.8,-1.6,235.4,-6,-363.6,3,-17,-13.2,108.2,-99.6,-280.8,-8.4,-32.8,-11.2,131.8,-137.8,-5,-31.6,-58.2,16.6,-21.4,65.2,259,13.2,-38.4,0,-246,144,563.6,49.4,20,-9,-386.2,-74.2,361.2,-8.6,30.8,18.8,-128.8,-82.4,85,-23.2,-7,16.2,33.4,182.2,253.2,36.6,-10.4,-12.2,-143.2,62.4,366,5.2,29.8,4.8,-245.4,-59.8,-57.6,-5.8,18,3,163.4,-4.6,52.4,left
-12.4,-5.4,-9.8,-154.6,-0.8,293,-8,35.4,-5.8,-42.8,50.2,216.2,4.4,34.8,3.8,157.8,-14.2,38.6,1,22.8,2.2,-21,-30,-236.8,6.2,39,2.8,66.4,32.8,-421,6.4,37.2,7.6,424.8,-55.8,-481.8,-12,9.2,9,446.8,-68.2,-635.6,-2,-18.4,6.2,313.8,53.4,-599.4,7,-21.8,-7.8,264,49.6,-414.6,5.8,-24.4,-15.2,190,-111,-303.8,-7.6,-19.4,1.4,100.2,-76,-247.2,-8.4,-27.4,-1.2,258.4,-51.4,17,-2.2,-56.6,-4.4,-1.6,29,289.6,14.6,-48.4,2.8,-481.2,66.8,391.8,10.2,30.2,11.8,-290.4,3.2,323.6,16.6,28.6,6,0.2,-60,182.8,left
-18.6,-6,4,59.6,-31,320.4,2,8,-19.6,-207.8,-74.6,210.2,-0.8,57,-0.8,-74.6,-72.2,-121.8,-4.2,47.4,15.4,390.4,-13.8,-281.8,0,29.8,16.8,296.2,22.2,-568.6,5.2,27.8,-3.4,191.4,-3,-788.6,-9.4,1.8,-7.4,323,-49.2,-798.6,-20.8,-46.4,-5,593.6,42.4,-354.2,-0.4,-53.4,-4.4,179,94.6,-240.2,34,2.6,-9.4,-83.2,-64.6,-347,2,-32,-7.2,156.2,-214,-62.8,-42.2,-72.6,13.8,213.8,44.6,378.2,21.6,-29.6,7.4,-440.6,163.2,511.4,43,23.8,-3.6,-548.6,-38.6,295,5.4,28.4,13.8,75,-137.4,132.2,-34.2,-14.4,12.2,-4.8,140.2,238.8,left
-14.2,3,-2.4,125.6,-25.6,321.8,-7.4,1,-12.2,-190.8,-70.2,216.6,-0.4,39.2,-4.4,-21.2,-78,67,-1.2,47.4,15.6,268,-67.2,-118.8,-0.2,29.4,14.2,164.8,4.8,-454.4,-4.2,34.6,3.6,255.6,49.4,-601.8,-6.2,8.8,5.6,439.2,27.8,-641.8,-5.4,-24.8,-0.4,289.8,75.2,-587.4,6,-20,-8.6,119.2,64.4,-524.8,-1.6,-6.2,-6.4,301,-20.2,-263.4,13.4,-40.2,-19,197.2,-111.6,-186,-9.8,-27.4,-4.2,14.8,-116,-77.8,-34.6,-42.8,17.8,-21.4,64.4,246.4,22.8,-34,1.4,-137.8,128.2,711.8,49.6,19.6,-6.2,-422.4,-87.4,245.6,-15.6,23.2,10.4,-199.6,-62.8,-32.8,left
-13.4,-0.4,-7.6,-41.6,-34.8,326.2,3.6,15.4,-11.2,-255.8,-58.8,135,-4.6,49.4,10,147.2,-24.6,-14.8,-3.4,40.2,15.4,281.4,-9.8,-215,-3.4,26.2,3.8,242.2,7.8,-402,14.8,10.6,3.6,205.6,33,-601,-9.8,19,9.2,385.8,51.6,-605.2,-2.8,-11.8,-2.4,361.8,-0.2,-504,-6.6,-36,-11.6,230.8,39.6,-423.2,9.4,-15.4,-7.6,190.6,-0.4,-285.8,1.6,-17.4,-12,175.4,-77,-173,-14.2,-31,-12.6,184.2,-68.2,-51.8,-21.8,-80.4,1.8,17.2,124,487.4,42.4,-35.6,14,-603,10.6,464.2,27.8,56.8,8.2,-410.8,-109.8,79,-19.8,18.6,3,192.4,16,161.6,left
-10.4,-4.4,-7,-114,-26,358.4,0,22.4,-6.8,-107.6,-49.8,155,-0.4,37.2,-4.6,28,-81.2,28,-2,43.8,4.4,166.2,-57.4,-194.6,0.6,24.6,20.2,300.6,-9,-329.2,-4.2,15.8,14.8,294.6,57,-473.4,1.4,14.2,-1.2,154.8,74.6,-683.4,-0.6,10.2,-3.8,351.8,43.2,-631,-5.8,-34.6,-3,454.2,28,-371.8,-5.2,-43.4,-9,95.6,79.6,-303.2,19,-8.6,-14,91.2,-50,-217.2,16,5,-18.2,218.2,-234.2,-192.4,-67.4,-81.4,21.2,-39.6,9.6,0.2,-2,-72.6,11.8,-357.2,194.2,730.2,87.4,51,-11.2,-415.4,-97.8,498.8,1.8,52.4,5,7,-202.6,-86.2,left
-7.8,-10.8,0,-241,-8.6,305.2,-10,44,-6,-159.6,-73,84.8,0.8,39,2.2,320.8,5.6,9.4,4.8,20.8,9.6,210.4,-15.2,-267.8,0.2,28.8,10.2,274,16.2,-344.6,5.6,14,8.8,173.2,11.4,-546.2,-3.8,6.2,9.8,175.6,39,-619.4,-0.4,0,-0.8,376.8,37.4,-504.8,1.8,-25.4,-6.8,340.8,62.6,-341.4,3.6,-42.6,-12.8,22.6,42.6,-275.4,1,-5.8,-9.8,29,-58.4,-132.4,10,-16.8,-4.8,166,-125.6,11.2,-8.4,-20.4,-2.8,166.4,-110.8,101,-23.6,-48.8,1.4,-116.4,109.2,307,22,-29.2,4.2,-347,62.4,470.4,32.2,30.8,14,-279.4,-150.4,172,left
-22.6,-18.8,3.8,142,-29.4,370.6,-6.2,-0.4,-12,-218.2,5.6,246.4,4.8,52.4,-1.2,-9,-35.2,-6.2,5.2,30.6,1.4,183,-83.8,-119.6,-7.8,13.6,11.6,245.6,-39.8,-186.2,-12.6,21.6,15.8,234.2,102,-374.6,9.2,25.6,5.4,195.8,107,-572.4,-7,2.8,6.4,194.6,85,-602.2,5.6,-13.8,-14.6,368.6,-39.8,-416.8,-1.6,-31.8,-8.8,22.2,-46.4,-361.6,11.8,-8.2,-1.4,98.6,-58.8,-282,-9.8,-7.4,-10.4,251.8,-116,-175.4,-6.2,-19,-18,216.4,-145.8,-99.8,-37.2,-52.6,8.8,3.8,64.4,160.2,11.2,-45.8,12,-85.4,181.2,714.6,45.4,12,-6.2,-490.2,-43.6,379.4,left
-20.4,35.6,0,-67.2,14,178,-8,25,7,323.4,-9.2,-563.4,-5.2,11,11.4,224.2,1.2,-668.2,-20.4,-33.2,4.8,301.2,119.8,-484.2,9.8,-22.4,-11.8,266.8,129.2,-336.2,16.2,-3.8,-14.6,95.4,-4,-329.8,-5.2,-13.4,-3.8,246.2,-37.6,-169,-0.8,-32,-18.4,200.4,-77.2,-71.6,-6,-49.4,3.6,0.2,-10.2,220.4,2.2,-53.8,14,-289.2,78.8,514.2,41.2,19.8,-3.8,-446,-92.6,329,1,35,6.6,-173.2,-119.2,2.6,-34,-21.8,21.6,96.2,146.6,293,34.4,0.6,-4,-229.8,17.6,298.4,0.8,21.4,4,-267,-33.2,-48.2,-5.2,16.4,-0.4,63,20.2,27.8,left
-9.4,-11,-5.8,-76,8.2,364.8,15.2,20.2,-16.8,-256.4,-138.4,175.2,-14,49.8,4,49.4,-40.8,50.8,-7.8,37.6,9.8,172.6,0.4,-172.6,4,27.2,6.4,344.4,17.6,-287.8,2,22.6,7,218,5.4,-507.8,-6.4,25.4,21,234,85,-682.8,2.4,-5.6,-7,453.2,112.4,-597.2,4.2,-42,-14,371.8,-6.4,-374.2,-1.6,-25.8,-5.2,-28.2,-53.6,-362.2,5.4,-1,-4.6,270.4,-74,-197.6,2.4,-32.2,-18,240,-139.8,-88.8,-29.8,-61.6,0.2,23.4,44.6,204.4,7,-65,15,-427.2,112,558.8,47.6,35.4,2.6,-451.2,-130.8,352.2,-2,38.6,2.6,-56,-104.4,14.2,left
-7.8,-7.2,-10.2,-126.6,-26.4,388.8,-11.8,32.8,-3.2,-106,-63.8,118.4,-0.2,36.2,3.6,89.8,-23.4,-13,0,37.6,10,264.4,31,-218.8,-3.6,27.2,12.2,306.6,90,-437.6,-2,13.4,7.6,286,94.4,-533.6,13.4,11,-5.8,211.4,9,-618,-4,-10.4,-8.4,305.6,-27.6,-572,-3.6,-22.2,4.2,404.8,-38.8,-326.2,-7.4,-41,-1.8,86.6,37.8,-228.2,15.4,-18,-8.4,4.2,-14.8,-149.2,-0.6,-15.8,-8.6,227.6,-137.8,-18.4,-10.4,-40.6,-1.4,163.8,-65.2,244.4,-3,-49.4,3.2,-463.6,109.2,374.4,29.2,17,12.4,-348,22.2,325.6,2.4,19.8,5.2,14.4,-82.4,168,left
-14.4,5.6,-4.4,-27.8,94.2,379.8,2.4,29.8,-12.4,-20.4,-32.6,171.2,-6.4,36.2,0.8,10.6,1.8,-57.4,-5.2,52.8,20.4,294.4,60.8,-234.6,12.8,30,7.8,418.6,38.2,-414.2,11.6,-2.2,-4.8,274,-40.2,-589.6,-6.6,10.2,4.2,258.4,-40.6,-617.2,-8.2,-4.2,8.8,439.6,-5.8,-490.6,1.6,-47.4,-5.2,250.8,25.4,-366.8,6,-23.4,-12,36.2,-48,-246,-0.2,-11.8,-6.2,81,-74.2,-122.6,-14,-17.2,5.2,136.6,-55.4,-27,-13.4,-37.8,5.2,-5,97.6,205.2,10.2,-48.6,-10.4,-243.8,137.4,520.8,35.6,6,-6.6,-297.8,-56.6,343.6,6.8,34.4,15,-252.2,-155.8,21.8,left
-12,18.6,-0.4,138.4,59,346,-4.8,46.8,15.4,188.4,-6,40.4,7.6,22.8,0.4,14.4,-32.2,-286,-3.4,31.8,4.6,177,23.6,-410.4,4.2,27.8,11.2,400.6,7.2,-454.6,10.6,3.8,2,269.2,-47.6,-598.8,-5.8,-7.6,-2.2,309.4,2.8,-588.2,-4.8,-12.2,0.8,346.8,35,-423.8,4.6,-43.8,-15.6,164.4,-39.2,-231.6,0.2,-28.2,-2,108,-48,-153.4,-2.4,-13.8,-4,113.4,-70.2,28.8,-8.6,-51,-6.4,-64.4,63.2,309.6,9.8,-41.2,6.4,-381.6,92.4,412.4,28.6,36.4,16.2,-244.8,-80.4,187.6,-6.2,19.8,-1,-33.4,-60.8,184.2,-8,-28,5.4,-212.6,106.2,186.8,left
-23.6,-65,-4.4,384.4,90.2,-501.2,6.4,-33.4,1,-311.2,92,455,36.4,-0.6,5.8,-435,-55.6,309.2,-9,17.6,9.4,-119.8,-61,112.2,-8,1.6,9.6,56.4,81.4,319.2,21,-10.2,2.8,-338.4,59,234.6,9.2,22.2,6.2,-156,-39.8,24.2,-5.8,16.2,1,35.4,3.6,35.4,1.2,2,1,10.4,4.6,-18,-2.2,0.6,0.4,23.8,6.6,3.4,-1.4,-0.2,-1.2,2.4,16.8,-6.4,1.6,-0.2,-1.4,-9,1.8,-17.2,0,1,-1.6,14.8,-0.6,-4.6,0.8,-1.6,0.2,-5.8,-0.4,-0.2,10.2,-17.6,-25,829.2,161.6,384.2,14.6,-32,-12.8,525.6,101.4,374.8,tilt right
-0.8,43.4,-2.2,-999.6,42.4,-421.6,-18.6,19,28.8,-784.8,-104.8,-191.8,-10.8,67.2,27.2,479.2,-204.2,104,-14.6,9.4,15.2,638.4,45.8,192.8,-18.8,-32.2,9.6,-483.6,147.6,-158,-1.8,63.4,21,126,-94.2,98.2,-12.4,33.8,21.4,1062,64,341.6,0.8,-49.6,-12.2,161.2,51.4,28,-0.2,12.6,6,-40.6,35.6,-20.2,0.8,-3.8,-3.4,105.8,9.8,53.2,4,-0.2,0.2,-27.6,-2.6,-22.4,-2.2,-0.8,1.2,-14,3.6,13.8,0.2,2.8,-2.2,10.6,5.2,10.2,0.4,-0.6,-0.6,30.4,-4.2,1.8,9.6,-22,-23.4,694.4,122.2,264,10.4,-48.8,-23,314,98.2,86.6,tilt right
1.6,23,-7.8,-561.4,-79.6,-179.2,-0.4,-17.8,-5.4,-1207.4,-8,-452,-11.8,62.2,21.2,-841.2,-42,-99.2,-19.8,48.8,35,589.2,-76.4,273,-1.4,14.2,16.8,399.4,-16,84,-9.4,15.6,6.4,-197,66.4,-88.4,-13,36.8,16.6,440,-8.4,220,-6.8,3.8,21.4,644.2,36.2,187.8,4,9.2,0,314.2,1.8,45.6,-3.4,-9.4,2.6,140.6,29.6,24.8,-2.8,-5.4,-0.4,87,38.6,10.8,4.6,-3.8,1,-35.6,-14.2,-23.6,-0.4,4,0.4,29.2,18.8,-1.4,-0.2,-8,-2.8,-12,7.8,10,8.4,-6,-30.2,1078.8,87.2,413,19.2,-51.6,-46.4,765.8,52.4,260.4,tilt right
-6.2,23.4,9.6,-2009.2,120,-592.2,-12.6,84.6,27,-531,-170,-94.2,-26.8,65,49,1270.4,-101.2,485.4,-5.4,-29.6,5.8,603.4,142,79.6,4.2,-10.8,-7,-948.2,90.2,-323.6,-17.8,86.6,30.6,482.4,-197.2,332.4,-12,3.6,26.2,1310.6,144.2,390.4,9.8,-39.8,-17.6,-83.6,7.4,-97.2,-3.6,15.6,6.4,-53.2,-7.6,-2,1,-6,2.6,160.2,13,57.8,4,-6,-3.2,-82.4,2,-49.4,-2.8,2.2,-0.8,-43.6,0.6,-2.6,1.4,1.8,1,40,-0.4,12.8,1.8,-3,-0.6,14.4,-13.8,-1.4,10.6,-25,-21.8,987.8,55.2,334.6,12.6,-35.6,-34.2,702.6,77.2,258.8,tilt right
3.8,-19,-16.2,-740,-61.6,-328,-0.8,1.6,3.2,-1462.6,84.4,-514.8,-3,52.8,11.8,-1168.2,-60.2,-342,-19.6,70.8,46.8,473,-133.8,244.8,-24,26.4,43.2,1147.8,50.8,408,2.2,-30.8,-2.8,-91.8,127,-72.4,3,43,0.4,-137,-82.2,-61.6,-23,29.4,46,826.6,-2.4,325,2.2,-20.8,-2.2,604.6,22.4,178.8,2.4,-7.8,0,-16,7.4,-24.6,-0.2,-3.4,-1.4,41.4,34.2,-6.8,1.4,-2.8,0.2,-29,-19.6,-8.8,-0.4,-6.8,-1.6,-106.2,-13.2,-29.4,0.2,7,2.8,22.8,-0.8,22.6,12.4,13.2,-27.8,1472.8,114.8,559.4,18.8,-54.4,-62,1070.8,73.8,345.6,tilt right
-10.6,2.6,28.4,-1596.2,88.8,-404.8,-7.8,15,8.8,-990.2,-59.2,-406.2,-4.6,57.6,24.2,-267,-98.8,-67.8,-11.6,32.2,31.8,129,-63.8,34.6,-16.4,17.8,24.4,108.6,2.6,95.2,-10.6,31.8,20,385,51.4,167.4,-5.6,17.6,18.8,698.2,11.8,230.2,-6.4,-2,8.6,95,26.4,-32.2,-2,15.2,7.8,436.4,-60,191.8,-1.2,-11.8,3,358,86,88.2,-0.8,-5,-3.8,-1.2,33.6,-28.2,-0.2,-0.4,0.8,-42.8,-14.4,-3.8,4.8,-3.2,-1.8,3.6,-9,-6.6,-0.8,-1.8,0.2,-6,10,-1.8,8.8,15.8,-25.4,1397,87.8,543.6,17,-63,-49.2,954.8,35.6,360.4,tilt right
8.2,9.4,-6.6,-1035.4,4.2,-395.8,-5.6,-18.8,4,-1235.2,22.6,-506.2,-11.4,40,19.6,-1162.8,33.8,-327.2,-9,62.6,31.6,78.6,-92.2,119.8,-12.2,14.2,28.4,563.4,-50.8,157.6,-16,4.2,27.4,-9.2,63.4,-5,-4,50.8,11.8,261.2,-73.8,138.8,-10.4,4.6,22.2,553.6,42.2,205.2,-3.6,3.6,10.8,593.6,-4,163.8,-2.8,5.8,8.6,181.6,-55.2,66.8,3.2,-10,-7.6,133.2,41.8,17.6,-3.6,-3.4,1,37,37.6,5,2.8,1.6,1.6,-16.4,-8.2,-9.8,1.4,-5.2,-4.2,-33.8,-6.2,-13.8,12,-12.4,-26.4,1164,90.4,477.4,20,-41.8,-42.6,813.8,40.6,350.4,tilt right
4,-9.2,-3.4,-822.6,-6.4,-322.4,3.4,-6.6,-5.8,-775.4,-46.6,-362.2,-12.2,0.6,8.6,-1145.6,58.2,-367.4,-7.2,36,10.4,-926.4,-19.6,-253.2,-13.4,67.4,43.2,273.8,-102,135,-24.6,36.8,44.4,1082.2,4.6,411.6,-4,-32,0,19.8,94.4,-22.6,1,28.8,7.2,-208.6,-32.8,-74.6,-16.8,47.6,44.6,838,-46.8,320,-6.2,-17,3.8,655.8,35.6,217.2,8.6,-18.2,-10,-40.4,4.4,-62.6,-2.4,4,5,25,20.4,-0.8,-0.2,-0.4,0.4,25.6,-2.8,20.4,0.8,-1.6,-0.8,24,-14.2,16.2,6.8,-16.2,-19.8,903.2,48.2,389.2,13.6,-46.8,-35.4,505.4,25.8,221.6,tilt right
9.2,0.2,-4,-561.6,-17.8,-175.8,3.2,-16.8,-8.4,-557.4,-65.4,-285.4,-9,-6,2.8,-952.2,41.2,-329.6,-3.6,30.6,14.2,-867.6,28.2,-254.4,-5.4,39.2,24.6,-183,-69.8,-52.8,-15.8,25.4,28.6,363.8,-27.4,130,-17.8,3.6,25,108.2,50.6,70.8,-11.2,44.4,22.6,248.2,-20,66.6,0.8,17,17,562.2,-53.2,178.4,-6,-5,8.8,450,65,139.6,-7.2,2.2,10,183.2,-38.2,82.2,-1.4,6,4.4,222.6,13.4,36.2,5.2,-11.8,-7.2,39,30.4,7,-4,3,2.8,-5.4,12.8,6.4,22.8,-39.8,-48.8,903,69.4,329.6,22.6,-41,-45.8,414.8,97.8,206.6,tilt right
4.6,-0.8,-13,-528.4,-100.8,-287.8,-7,-0.8,10.6,-852.4,3.6,-256.8,-12.8,16,17.8,-815.2,62.6,-250.6,-5.8,30.8,19.2,-316.8,-62.2,-62.8,-15.2,35.8,34.2,379,-37,187.8,-14.2,22.4,31.6,410.4,21.2,152.8,-5.2,-0.2,11.2,-87.8,20.6,-69,-1.4,24,13.2,429.8,-12.8,154.8,-13.8,11.6,22.4,618.6,36,228.6,2.8,-15.2,0,98.8,-70,25.8,-1.6,4,0.4,162,60.6,14.2,-1.6,3.8,5.6,151,6,74.2,1.2,-13.8,-6,-131.8,-36.2,-29.2,-3.4,9.8,3.8,242.2,47.4,67.2,14.2,9.4,-24.8,1383.4,17.2,519.8,20,-48.8,-64.4,848,94.2,315.6,tilt right
4.4,-8.8,4,-1420.8,-31.6,-557.4,-18.2,34.6,20,-917.6,70.6,-315.4,-5.2,13.8,20,-709.8,19,-240.4,-14.8,43.2,36.8,136.2,-47.4,89.8,-16.2,18.6,41.2,546.2,-39.6,228.8,-2.2,14,10.4,71.4,5.6,-6.6,-6,19.8,12.4,98.2,31.4,-12.4,-16.2,18.8,32.8,722.6,-17.8,326.6,0.4,0.4,7.8,410.4,-37.8,105.8,1,-7,-5.8,68.4,-14.4,21.2,1.6,-1,-2.2,164.6,48.8,30.6,-6.2,3.8,7,67,-21.6,51.4,4.8,-12.8,-8,-97.4,-18.8,-35.2,-0.2,4.8,1,38.6,31.4,7,24.6,-31.8,-54.4,84.2,19,43.4,31.6,-52,-66.4,-136.4,-10,-108.2,tilt right
-17,22,33,128.6,-59.6,105,-19.6,26.4,37.8,333.2,17.4,132.2,-11.6,31.2,23.8,537.8,-5.2,133.8,6.2,-8.8,1,192.2,33.8,96.2,-12,19.2,22.8,466.2,-44.6,177.4,-4,5.8,7.6,397,8.6,108,0.2,-9.2,-1.8,184.8,14.4,51.2,1.4,-6.8,-4.8,37.6,20.8,-4.6,-3.4,5.6,3.6,0,15.6,14,2.6,-2.4,-1.4,-44.4,-11,15.6,-0.2,-5.2,-2,-28.4,17.4,-14.6,-2.4,8.6,2.4,76.6,19.6,41.6,0.4,-2.8,-2,-46,-13.2,-3,2.4,0.8,-0.4,-0.6,11,-35.4,13.8,12.8,-28.4,1526.6,128.4,604.4,18.4,-39.8,-63.4,1213,48,499.8,tilt right
12,-12.4,2.2,-1236,-84.6,-475.6,-9.8,3,5.6,-1212.8,36.6,-429.4,-16.8,19.2,23.6,-970.2,75,-282.6,-12.6,40,38.4,-223.8,-168.6,51.6,-8.2,22.2,23.8,364.2,-115.6,164.2,-17.4,28,38,153,136,107.2,-10.8,28.8,27.2,435.8,6.8,93,-3.6,2.8,13.4,417.6,-64.2,196,-5.2,2.8,8.6,408.2,30.4,82.8,-7.8,21.6,21.6,498.4,9.8,146.2,2.2,-15.4,-3.8,126.6,0.2,11.4,-1.8,-6.4,-4.6,0.6,21,-23,-0.4,4.8,4,77.6,26,5.8,-1.4,-1,5.2,55.6,-18.8,56.2,11.6,-4.8,-32.6,1172.2,89.6,439.8,17.8,-44.6,-40.6,885,23.8,291,tilt right
2.6,14.4,-10.6,-555.8,12.6,-161.6,13.4,-28.4,-13.6,-633.6,-128.4,-290,-9.4,-9.4,9.6,-1119.4,30.8,-404.2,-13.4,26.2,14.8,-839.4,17.4,-247.2,0.6,23.4,15.6,-511.6,-22.4,-113.2,-15.6,46.2,42.4,363.2,-30,128.4,-23.6,23.2,46,563.8,-33.8,237.8,-0.2,-2.8,7,29,18,-14.2,-9.8,22.8,17.4,292.6,38.6,93.2,-11.2,31,33.2,851,-13.8,292.4,1,-27.8,0,58.6,-63.8,41.4,1.2,3.8,-6.4,207,56.8,11.2,-6.2,6.6,11.6,168.4,22.2,60.8,4,-9.2,-4.4,-103.8,-34.4,-15.8,15.2,-8,-39.6,1313,89.4,512.4,16,-34.6,-54.8,1080.2,98.6,492,tilt right
12,-15.4,-8.6,-994.8,-33.4,-413.6,-6.8,-2,4.8,-933.6,-43.4,-413.4,-17.6,10.6,21.2,-926.2,-7.4,-245.4,-6.4,28,24,-432.6,-16.6,-109,-4.4,20,19.8,-243,-14.8,-80.2,-15.2,41.8,39.2,-94.6,-147.2,108.4,-20.4,49.6,41.6,899.4,11.2,309.4,-4.6,-12.2,15.8,627.6,156.8,58.6,-4.8,5.6,9.8,-48,-19.2,35.4,-5.2,26.6,18,504.4,-142,202.2,-3.4,-13.8,1,617,132.2,115.2,1.2,-8.8,-0.2,-50.4,-7.2,-31.8,-3.6,1.8,1.6,34.2,3.2,23,3.2,-12.6,-8,-37.6,4.2,-10,9.8,-7.6,-26,922.2,76.8,393.6,19.6,-24,-46.6,1015.8,68,435.2,tilt right
5,-27.2,-17.6,-692.8,-47.6,-286.8,7.8,-3,-2,-935,-104.8,-431.8,-9.4,4.8,7.4,-842.6,-37.4,-351.6,-15,-4.2,11.2,-1289.4,139.2,-412.2,-9.2,53.6,29,-560.6,-115.8,-57.4,-18.8,63.4,67,1208.4,-157,435.6,-24,-19.2,28.6,814.8,114.4,215,-5.6,-20.4,1.8,-719.4,169.8,-226.6,6,65,24.4,476.4,-249.8,291,-24.8,9.6,41.8,1231.4,131.6,313,3.8,-34.4,-16.4,28.2,-14.6,52.6,5.2,6.6,2.6,-79.6,-32,-51,-3,9,2.4,219.8,53,38.8,-4,-1.6,4.2,151.4,-36.2,84,21,-53.4,-52.8,889.4,63.2,391.4,26.4,-29.8,-59.6,285.2,166.6,114.6,tilt right
5.2,-5.2,-8.6,-395.8,-109.4,-208.2,-5.2,-15.2,0.4,-556,-60,-213.4,-6.4,-4.2,8.6,-809,-38.4,-255.6,-8,18.4,17.6,-861.6,38.8,-273.6,-8.8,22,16.8,-585.8,-8.2,-116.6,-11.2,50.2,37.6,96.2,-139.4,137.2,-26.4,44.8,55.6,950.4,37.2,328.2,-7.4,-15.4,12,448.8,103.6,46.6,5,-1.6,2,-186.4,-16.2,-8.4,-12.6,42.6,37.8,617.2,-75.8,229.4,-6.4,-3,10.4,816.2,92,188.4,0,-21.6,-7.8,-76.6,-27.2,-24.4,3.8,6.6,-1,80.8,11,-4.6,-0.8,-3.4,2,215,13.8,66.8,9.8,-8.4,-22.8,955.4,55.8,444.8,15.2,-31.4,-43.8,833.6,90,425.8,tilt right
